0.437,17,5,46,0.43,0.41,1,1,0,1,1,2,3,4,start
0.437,17,5,46,0.43,0.41,1,1,0,0,1,2,3,4,new start
0.437,8,3.1,335,0.25,0.51,1,0,0,0,1,2,3,4,fast
0.437,17,5,46,0.43,0.41,1,0,1,0,1,2,3,4,item 4
0.437,17,5,46,0.43,0.41,0,1,0,1,1,2,3,4,preset 5
0.437,17,5,46,0.43,0.41,1,0,1,0,1,2,3,4,preset 6
0.437,2,5,46,0.43,0.41,1,0,0,0,2,2,3,4,section 1 forreal
0.437,11,3.94,46,0.43,1.11,0,0,0,1,1,2,3,1,voices
